cap-diameter,stem-height,stem-width,date,cap-shape,cap-color,has-ring,ring-type,class
5.91,4.55,9.36,2020.08.06,x,n,f,f,e
1.48,4.75,2.7,2020.08.31,f,n,f,f,e
2.56,7.96,2.49,2020.02.05,x,n,f,f,p
0.93,3.9,2.59,2020.12.02,b,n,t,f,p
2.64,5.59,3.0,2020.11.19,x,k,f,f,p
7.93,6.8,17.11,2020.06.05,x,e,f,f,p
5.1,5.0,17.97,2020.08.29,s,n,f,f,e
7.35,6.33,11.75,2020.12.28,f,y,f,f,p
8.73,9.63,14.06,2020.07.14,f,o,f,f,e
3.58,4.99,3.59,2020.03.26,b,n,t,e,p
2.74,3.25,16.42,2020.04.15,o,k,f,f,p
11.89,7.41,24.41,2020.06.08,s,n,f,f,e
2.98,6.05,3.05,2020.11.10,b,n,f,f,e
5.99,4.84,6.33,2020.09.15,b,n,t,,p
5.8,5.32,19.34,2020.10.14,c,g,f,f,e
4.61,4.51,7.74,2020.03.16,f,n,f,f,e
5.6,3.78,6.13,2020.01.23,s,o,f,f,p
3.86,4.97,3.75,2020.05.04,b,n,f,f,p
3.96,6.62,4.19,2020.08.05,f,n,f,f,e
7.93,8.1,13.49,2020.10.18,x,w,t,l,p
4.46,6.43,4.84,2020.06.20,f,e,f,f,p
20.03,14.14,70.43,2020.11.23,x,n,f,f,e
9.71,7.04,18.12,2020.05.02,f,y,f,f,p
6.54,8.56,15.36,2020.05.23,x,y,f,f,e
5.91,5.08,5.89,2020.11.28,f,n,t,,p
16.83,11.21,19.04,2020.03.07,f,w,t,r,e
4.7,4.71,10.08,2020.08.02,f,g,f,f,e
3.9,0.0,0.0,2020.06.07,o,g,t,f,p
15.81,8.94,25.09,2020.02.04,s,n,f,f,e
14.76,6.52,23.02,2020.11.30,f,w,f,f,e
7.02,3.39,7.94,2020.05.25,s,w,f,f,e
11.76,7.46,25.13,2020.12.07,x,u,f,f,e
6.86,5.82,8.18,2020.07.01,f,e,f,f,p
8.21,7.64,17.22,2020.11.28,x,n,t,p,e
1.59,4.84,2.25,2020.09.02,x,n,f,f,p
7.37,4.74,16.97,2020.06.28,s,p,f,f,e
8.04,6.66,10.37,2020.10.18,f,r,f,f,p
0.84,2.82,1.35,2020.09.25,p,g,f,f,e
3.49,6.03,3.46,2020.08.04,x,w,f,f,e
3.59,4.42,2.53,2020.08.24,f,n,f,f,p
7.84,10.34,21.89,2020.10.05,x,n,f,f,e
6.57,5.7,8.92,2020.06.15,f,n,f,f,e
3.8,8.33,7.95,2020.01.04,b,y,t,z,p
5.89,7.1,8.58,2020.08.11,c,y,f,f,p
11.46,11.78,31.07,2020.02.07,x,n,f,f,p
5.32,3.56,6.22,2020.02.24,s,y,f,f,p
10.17,10.46,12.25,2020.09.14,x,w,f,f,p
5.57,4.2,12.36,2020.09.12,x,n,t,r,e
2.83,8.8,2.75,2020.11.04,p,n,t,e,p
9.24,5.27,12.61,2020.02.13,s,n,f,f,p
5.82,7.69,49.77,2020.07.02,s,n,f,f,e
12.45,8.47,26.42,2020.06.20,x,y,f,f,e
5.8,3.86,5.65,2020.02.19,f,y,t,f,p
9.68,8.24,13.2,2020.01.17,x,n,f,f,e
3.85,5.88,4.27,2020.08.12,f,n,f,f,p
3.51,5.97,9.02,2020.01.18,x,n,t,z,p
5.9,6.03,12.82,2020.10.12,x,w,t,g,e
4.58,3.79,8.88,2020.07.05,f,k,f,f,e
13.82,5.48,25.83,2020.07.13,s,k,f,f,p
7.76,4.44,12.71,2020.08.27,s,n,f,f,p
5.13,2.88,5.6,2020.12.02,s,o,f,f,p
5.58,5.64,7.82,2020.01.25,x,g,f,f,p
3.21,3.23,2.28,2020.05.07,s,w,f,f,p
10.63,10.34,31.55,2020.05.03,p,n,f,f,p
7.35,7.09,9.38,2020.11.01,s,e,f,f,p
3.93,6.75,38.26,2020.01.15,o,n,f,f,e
4.3,3.86,7.26,2020.02.23,f,w,f,f,e
8.01,4.12,11.67,2020.05.01,s,o,t,f,p
5.65,7.21,14.29,2020.06.09,x,y,f,f,e
3.21,9.73,2.64,2020.03.20,b,n,f,f,p
5.51,6.11,4.84,2020.10.19,x,g,t,l,e
4.78,6.27,3.52,2020.07.09,f,n,f,f,e
5.99,7.01,9.8,2020.12.28,s,e,f,f,p
3.37,4.61,9.11,2020.09.08,x,n,f,f,e
7.05,8.15,10.42,2020.01.03,x,e,t,z,p
6.58,3.39,8.97,2020.08.07,s,w,f,f,e
6.32,5.05,14.2,2020.01.02,x,r,f,f,p
2.69,3.08,2.48,2020.03.05,x,w,f,f,p
2.42,4.49,2.81,2020.10.06,x,l,f,f,p
3.62,4.25,5.39,2020.10.06,s,g,f,f,e
2.61,6.95,2.3,2020.09.19,x,e,f,f,p
9.93,9.59,19.21,2020.04.30,f,y,f,f,p
3.01,4.92,5.17,2020.08.23,b,r,f,f,p
16.0,9.5,25.27,2020.07.13,s,n,f,f,e
3.1,3.32,5.84,2020.06.25,s,n,f,f,p
5.74,7.22,12.75,2020.06.05,x,w,t,l,p
17.76,23.39,19.44,2020.01.06,f,n,t,m,e
2.21,0.0,0.0,2020.04.04,o,g,f,f,p
4.99,3.43,6.5,2020.03.24,s,n,t,f,p
6.4,5.45,13.57,2020.11.07,x,n,f,f,p
2.95,5.03,5.38,2020.07.29,f,r,f,f,p
5.81,5.03,16.84,2020.11.26,f,n,f,f,e
3.32,3.4,15.66,2020.03.02,o,g,f,f,p
8.63,6.24,13.06,2020.11.22,x,e,f,f,e
5.13,6.67,8.94,2020.12.06,x,e,t,z,p
5.55,5.14,6.8,2020.06.01,x,n,t,z,p
23.5,9.23,26.7,2020.03.23,x,k,f,f,e
6.41,7.65,18.06,2020.08.26,x,u,f,f,p
6.59,3.61,10.05,2020.10.04,x,w,f,f,e
6.88,7.19,15.18,2020.05.12,f,n,f,f,e
7.61,8.04,14.25,2020.06.07,x,w,t,l,p
1.13,6.09,2.77,2020.08.12,c,y,f,f,p
7.49,7.56,14.71,2020.11.22,x,n,f,f,e
3.02,8.46,2.23,2020.11.07,b,k,f,f,p
8.72,12.61,11.59,2020.02.16,x,n,t,,p
7.53,6.36,7.59,2020.05.31,x,n,t,,p
7.59,7.41,16.65,2020.12.30,f,y,f,f,p
5.88,8.48,10.21,2020.01.06,x,e,t,z,p
7.61,5.64,9.57,2020.03.20,f,n,f,f,e
1.46,4.11,1.21,2020.07.24,b,n,f,f,p
8.44,7.41,18.56,2020.05.29,f,e,f,f,p
13.3,5.53,13.73,2020.10.27,f,n,f,f,p
7.81,3.97,21.75,2020.04.03,o,n,f,f,e
2.75,6.57,3.07,2020.10.09,b,n,f,f,e
13.26,8.25,18.36,2020.09.27,x,g,f,f,p
10.14,9.06,18.03,2020.10.27,p,n,t,p,e
5.64,6.41,12.81,2020.04.07,x,y,f,f,e
9.38,7.85,14.46,2020.09.17,s,p,t,f,p
7.88,8.01,15.21,2020.10.31,x,y,f,f,e
8.6,7.27,15.03,2020.10.15,x,y,t,,e
3.21,6.34,8.14,2020.11.13,b,r,t,e,p
10.53,7.3,10.99,2020.08.07,x,n,f,f,e
7.67,6.58,9.73,2020.06.24,x,n,f,f,e
2.87,3.17,5.38,2020.04.06,f,o,f,f,p
8.8,11.0,14.68,2020.04.04,f,r,t,g,p
0.67,3.57,0.97,2020.07.05,x,e,f,f,p
3.81,5.92,6.83,2020.12.28,x,n,f,f,e
11.42,9.72,16.53,2020.11.09,x,o,t,r,p
6.9,4.75,12.5,2020.09.09,x,n,t,r,e
1.17,1.61,2.21,2020.09.05,x,y,f,f,p
3.3,4.72,5.8,2020.02.15,f,u,f,f,e
3.82,5.96,8.2,2020.01.07,x,w,f,f,e
3.04,4.27,2.51,2020.12.08,s,w,f,f,p
5.11,5.47,19.36,2020.11.13,p,g,f,f,e
4.81,6.41,12.53,2020.04.05,x,o,f,f,e
12.31,20.48,12.5,2020.11.17,f,w,t,e,e
5.15,4.38,7.07,2020.09.20,x,n,f,f,e
5.36,4.92,5.01,2020.01.28,x,n,t,r,e
4.63,5.86,12.77,2020.12.30,x,n,f,f,e
3.28,6.89,36.19,2020.06.29,s,n,f,f,e
7.84,7.28,13.42,2020.06.15,p,n,f,f,e
2.45,3.24,3.41,2020.07.31,x,e,f,f,p
4.77,4.23,10.73,2020.10.05,x,y,f,f,e
1.34,4.99,1.58,2020.12.09,c,n,f,f,e
10.9,7.76,19.5,2020.07.23,s,p,f,f,e
1.34,4.29,1.25,2020.03.31,b,n,f,f,p
8.58,11.01,26.95,2020.05.03,x,g,f,f,e
3.97,5.01,26.76,2020.10.31,o,w,t,f,p
0.89,4.05,1.11,2020.05.30,x,n,f,f,p
7.53,3.44,8.61,2020.12.15,x,w,f,f,e
4.41,6.75,5.88,2020.06.15,x,o,f,f,e
6.08,8.95,16.19,2020.12.21,x,o,t,r,p
5.65,3.37,4.46,2020.03.15,f,n,t,f,p
1.48,4.56,2.44,2020.09.26,x,g,f,f,e
6.55,6.12,14.55,2020.11.16,s,n,f,f,p
2.59,4.06,3.77,2020.01.23,c,u,f,f,p
17.85,6.96,28.44,2020.06.02,s,w,f,f,p
14.64,5.17,25.69,2020.03.23,x,r,f,f,p
9.65,11.25,14.67,2020.12.17,x,r,t,g,p
10.32,8.88,13.61,2020.11.21,x,n,f,f,e
9.3,4.74,18.2,2020.01.07,f,k,f,f,e
3.05,6.03,4.07,2020.10.06,x,b,f,f,e
3.48,3.27,4.99,2020.03.19,x,n,t,z,p
5.38,6.19,8.61,2020.08.19,x,l,f,f,e
8.27,8.31,7.78,2020.07.26,x,y,t,z,p
11.49,7.4,23.99,2020.03.19,x,n,f,f,p
2.07,6.65,3.15,2020.04.13,b,o,f,f,p
8.1,15.78,18.6,2020.11.12,b,n,f,f,p
12.28,3.7,25.28,2020.06.17,o,e,f,f,p
1.37,4.72,1.39,2020.07.19,x,n,f,f,e
12.86,9.48,26.47,2020.10.08,x,g,f,f,e
8.32,6.31,17.58,2020.07.24,x,e,f,f,p
6.32,7.34,7.98,2020.04.12,x,y,t,z,p
7.6,11.23,11.12,2020.11.23,x,y,t,,p
1.59,4.5,1.46,2020.02.18,b,n,f,f,p
6.21,5.75,10.52,2020.01.19,f,g,f,f,e
0.93,3.2,2.33,2020.03.27,b,n,t,f,p
11.34,8.48,25.99,2020.09.17,x,y,f,f,p
7.97,5.69,12.78,2020.09.05,x,y,f,f,e
3.3,4.34,3.5,2020.07.30,f,n,t,e,p
7.23,5.68,16.18,2020.04.12,x,n,t,p,e
13.35,11.04,14.56,2020.05.20,x,g,t,e,p
6.74,11.11,13.33,2020.01.06,p,n,t,z,p
18.49,6.3,33.09,2020.08.16,s,n,f,f,p
5.72,5.85,5.97,2020.11.26,s,n,f,f,p
7.26,5.23,13.41,2020.09.02,s,o,t,f,p
4.22,9.42,5.05,2020.07.27,b,n,t,,p
6.24,10.84,11.91,2020.12.08,b,n,t,z,p
5.92,6.07,16.38,2020.07.31,x,n,f,f,p
6.53,4.1,12.54,2020.10.15,s,y,f,f,e
3.23,3.23,5.25,2020.03.12,f,o,f,f,p
7.04,6.33,9.49,2020.11.20,x,n,f,f,e
1.2,3.61,5.19,2020.02.13,s,y,f,f,p
8.07,8.91,8.77,2020.01.31,x,n,t,z,p
1.56,5.26,2.65,2020.06.23,x,n,f,f,e
2.46,6.03,2.9,2020.04.19,b,n,f,f,e
8.27,8.29,19.8,2020.12.06,x,n,f,f,e
11.27,4.57,28.35,2020.06.16,o,e,f,f,p
7.62,6.76,10.96,2020.07.30,x,n,t,p,p
5.67,10.3,11.75,2020.08.24,p,n,t,z,p
2.18,5.97,3.08,2020.06.24,f,n,f,f,e
3.84,5.87,7.76,2020.12.28,b,r,t,e,p
4.18,6.15,5.73,2020.02.06,x,n,f,f,e
6.02,3.24,6.47,2020.02.12,s,o,f,f,p
2.36,9.67,2.76,2020.03.14,x,n,f,f,p
7.12,4.98,17.21,2020.06.01,x,e,f,f,p
6.4,5.61,16.09,2020.04.19,x,n,f,f,p
7.63,7.23,19.79,2020.02.13,s,g,f,f,e
2.02,3.71,6.69,2020.01.16,f,u,f,f,p
10.91,8.22,19.94,2020.12.18,f,u,f,f,e
10.05,9.17,17.88,2020.01.18,p,n,t,p,e
7.55,15.54,17.61,2020.06.07,b,w,f,f,p
8.47,6.68,10.69,2020.03.19,f,n,f,f,e
6.28,5.48,17.05,2020.03.28,s,g,f,f,e
3.47,8.28,4.4,2020.03.14,f,n,f,f,p
4.13,6.08,5.0,2020.02.15,f,y,f,f,p
3.69,5.78,3.78,2020.08.06,f,n,f,f,p
3.55,4.77,3.75,2020.09.09,b,w,f,f,e
3.45,7.47,3.89,2020.09.11,x,w,f,f,p
5.12,3.35,5.61,2020.12.27,s,y,t,f,p
4.78,6.77,5.68,2020.11.01,f,e,f,f,p
7.67,5.43,7.56,2020.05.24,x,n,f,f,p
3.77,5.23,7.83,2020.10.17,x,n,t,z,p
7.83,6.63,13.59,2020.06.09,x,y,t,,e
9.53,7.5,12.5,2020.08.29,x,n,f,f,e
6.52,5.93,18.03,2020.02.07,x,e,f,f,p
3.3,3.18,7.68,2020.05.26,x,y,f,f,e
2.23,3.1,3.08,2020.02.24,f,u,f,f,p
2.92,3.9,7.12,2020.04.24,f,n,f,f,p
7.83,8.73,25.43,2020.05.11,x,n,f,f,p
4.14,5.35,3.93,2020.11.30,b,n,f,f,p
12.88,9.96,31.42,2020.03.25,x,n,f,f,p
6.31,6.32,6.55,2020.10.18,x,n,t,r,e
8.86,3.45,16.79,2020.02.01,o,n,f,f,e
5.2,5.9,7.2,2020.10.29,c,y,f,f,p
9.42,7.69,26.42,2020.07.09,x,n,f,f,p
3.11,4.39,3.48,2020.12.25,f,e,t,e,p
3.46,7.54,8.87,2020.12.27,x,n,t,,e
6.56,12.23,11.7,2020.12.02,c,n,f,f,e
11.12,8.92,27.53,2020.07.14,x,n,f,f,p
6.79,5.35,8.37,2020.04.24,f,e,f,f,p
7.33,13.52,13.33,2020.01.11,b,w,t,e,p
4.9,5.36,7.66,2020.03.18,x,r,f,f,e
6.61,5.63,17.72,2020.01.29,x,e,f,f,p
7.32,6.15,12.3,2020.07.10,f,o,f,f,e
8.06,4.27,13.04,2020.08.01,x,k,f,f,e
4.61,4.26,7.23,2020.12.21,f,g,f,f,e
4.95,5.23,12.3,2020.01.04,f,y,f,f,e
10.99,3.55,24.35,2020.10.27,o,e,f,f,p
10.77,17.61,12.48,2020.11.03,f,w,t,e,e
7.42,6.67,17.8,2020.03.20,x,e,f,f,p
6.14,5.18,13.19,2020.10.16,f,n,t,r,e
2.56,3.41,2.42,2020.05.24,s,w,f,f,p
10.88,10.73,23.41,2020.01.12,x,o,t,r,p
4.28,6.16,7.23,2020.02.18,f,n,f,f,e
8.82,7.4,16.04,2020.04.28,s,p,t,f,p
2.61,6.21,2.77,2020.05.29,b,o,f,f,p
3.46,5.56,7.11,2020.07.19,f,y,f,f,p
3.04,0.0,0.0,2020.07.10,o,w,f,f,p
4.66,3.97,7.28,2020.06.20,s,n,f,f,p
1.55,5.19,2.59,2020.12.06,f,n,f,f,e
4.14,5.9,3.59,2020.05.25,f,w,f,f,e
5.8,9.45,12.91,2020.08.26,b,n,t,z,p
1.36,1.91,2.47,2020.05.31,x,y,f,f,p
5.24,6.67,9.21,2020.06.14,f,b,f,f,e
5.22,12.39,6.13,2020.04.07,x,n,f,f,p
10.04,7.4,12.85,2020.09.14,x,n,t,,e
1.0,3.09,1.53,2020.05.13,x,w,f,f,p
3.75,5.89,4.76,2020.08.10,b,n,f,f,p
6.51,5.9,10.16,2020.11.29,f,n,f,f,e
7.86,6.91,18.75,2020.05.26,f,g,f,f,e
2.58,6.78,5.22,2020.06.10,x,b,f,f,e
2.99,6.29,4.83,2020.07.07,x,b,f,f,e
4.05,4.84,6.02,2020.07.26,f,p,f,f,e
9.55,12.31,17.82,2020.07.27,x,n,f,f,p
8.78,9.57,28.22,2020.02.22,x,n,f,f,p
3.22,3.27,13.66,2020.04.08,o,k,f,f,p
3.01,2.67,2.36,2020.07.16,x,w,f,f,p
19.17,13.43,33.08,2020.07.09,p,n,f,f,e
3.14,4.54,6.44,2020.04.09,s,g,f,f,e
15.4,6.07,26.86,2020.02.18,f,w,f,f,p
15.86,10.04,32.57,2020.11.21,x,n,f,f,p
2.53,6.3,3.87,2020.04.15,s,n,f,f,e
7.75,7.08,12.87,2020.02.04,x,w,t,l,p
2.63,4.19,2.95,2020.11.08,x,w,f,f,p
3.53,7.14,3.41,2020.06.29,b,n,f,f,e
3.54,4.53,3.45,2020.08.15,f,n,f,f,e
1.29,6.61,2.3,2020.12.05,x,n,f,f,e
3.55,4.84,6.47,2020.07.28,x,n,t,z,p
7.74,5.06,9.31,2020.04.30,x,p,f,f,p
10.94,11.04,13.29,2020.02.08,x,n,f,f,p
0.62,3.36,0.75,2020.08.05,x,y,f,f,p
2.55,6.4,4.1,2020.02.05,x,u,f,f,e
1.46,5.3,2.68,2020.01.31,f,n,f,f,e
5.56,7.63,10.45,2020.05.03,x,y,t,,p
4.68,3.5,12.51,2020.09.06,x,w,f,f,p
7.05,6.73,13.43,2020.05.25,x,n,f,f,e
4.0,4.73,10.47,2020.03.03,x,n,f,f,e
5.96,4.84,8.48,2020.06.09,s,n,f,f,e
6.29,5.89,6.96,2020.08.27,x,n,t,,p
8.64,4.98,10.93,2020.10.13,f,p,f,f,p
6.52,4.56,7.46,2020.08.01,f,n,f,f,p
10.46,6.07,16.93,2020.09.03,x,n,f,f,p
1.69,5.03,1.49,2020.04.12,c,n,f,f,e
7.95,6.87,17.92,2020.05.04,x,n,t,p,e
7.03,7.66,19.24,2020.02.03,x,e,f,f,e
3.15,5.48,2.47,2020.05.31,b,n,f,f,e
7.46,8.0,15.94,2020.10.25,x,y,t,,e
2.07,4.71,2.41,2020.07.02,x,l,f,f,p
17.0,5.71,29.9,2020.03.14,s,n,f,f,p
4.72,5.95,7.08,2020.04.16,x,r,t,e,p
8.2,9.46,21.24,2020.08.05,x,n,f,f,p
7.86,10.99,15.84,2020.12.18,x,n,t,g,e
0.89,5.6,1.16,2020.04.12,x,o,f,f,p
1.59,5.34,2.61,2020.11.04,f,g,f,f,e
8.28,2.92,24.39,2020.12.31,o,e,f,f,p
6.91,3.96,10.97,2020.07.24,s,y,t,f,p
9.03,8.28,14.71,2020.09.03,s,p,t,f,p
5.44,3.43,10.1,2020.01.09,x,n,t,r,e
3.21,4.62,18.3,2020.12.03,p,g,f,f,e
13.03,16.72,16.85,2020.07.19,x,o,t,p,p
12.97,7.7,25.86,2020.09.25,f,g,f,f,e
7.89,7.07,14.25,2020.10.18,x,g,f,f,e
3.77,4.42,5.67,2020.12.11,s,g,f,f,e
1.58,4.25,2.58,2020.11.23,x,k,f,f,p
7.07,4.96,17.62,2020.10.27,s,o,f,f,e
2.9,4.09,3.47,2020.02.29,f,n,t,e,p
6.08,7.45,10.43,2020.06.18,x,n,f,f,e
3.59,4.13,3.09,2020.05.30,f,n,f,f,e
1.53,5.24,2.61,2020.07.13,x,n,f,f,p
8.73,6.92,10.52,2020.10.19,x,n,f,f,e
4.14,5.42,3.16,2020.06.19,b,w,f,f,e
2.78,5.32,2.35,2020.03.15,b,n,f,f,e
9.83,6.43,25.03,2020.12.10,f,e,t,e,e
5.88,3.55,9.73,2020.05.28,s,w,f,f,e
3.53,3.6,4.42,2020.12.23,x,e,f,f,p
5.73,4.85,10.48,2020.02.13,c,y,f,f,p
3.23,4.15,6.4,2020.05.23,x,o,f,f,e
8.17,6.72,17.83,2020.10.22,x,g,f,f,e
6.52,6.42,5.08,2020.07.08,x,n,t,l,e
12.49,14.69,25.02,2020.01.15,x,y,t,r,p
2.14,5.99,3.59,2020.04.28,f,n,f,f,e
6.49,6.07,5.05,2020.08.18,x,g,t,l,e
5.38,7.55,9.25,2020.05.07,c,y,f,f,p
9.66,4.81,15.38,2020.08.24,x,y,f,f,p
1.8,7.0,2.6,2020.06.16,p,n,t,e,p
3.16,6.15,2.72,2020.08.27,b,n,f,f,e
15.64,9.7,16.33,2020.12.20,x,n,t,,e
13.92,10.9,15.75,2020.09.26,x,g,t,e,p
0.8,4.11,1.06,2020.03.27,x,n,f,f,p
16.66,7.78,23.7,2020.10.30,x,k,f,f,e
4.11,6.94,4.67,2020.04.03,b,n,f,f,p
7.77,5.97,10.44,2020.07.30,x,n,f,f,e
5.63,10.18,13.68,2020.03.14,b,g,t,z,p
16.52,14.65,35.4,2020.10.24,p,e,f,f,e
5.35,5.36,11.35,2020.09.15,x,y,f,f,p
10.02,7.2,33.76,2020.10.11,f,w,f,f,e
5.76,5.4,9.87,2020.03.21,x,n,f,f,e
2.3,5.14,4.3,2020.07.20,x,u,f,f,e
4.27,3.71,5.95,2020.04.01,s,n,t,f,p
8.85,11.34,14.81,2020.01.18,f,r,t,p,p
10.76,9.98,29.29,2020.09.06,x,y,f,f,p
7.74,4.79,9.9,2020.11.11,f,p,f,f,p
4.55,5.64,29.38,2020.08.19,o,w,t,f,p
7.85,11.14,15.79,2020.11.22,f,r,t,g,p
7.66,4.72,13.82,2020.01.25,x,n,t,r,e
7.86,6.2,15.18,2020.05.30,x,e,f,f,e
3.64,5.14,5.86,2020.06.14,f,u,f,f,p
5.94,3.68,6.7,2020.11.06,s,n,t,f,p
9.86,3.75,25.39,2020.04.05,o,n,f,f,p
8.47,6.54,12.09,2020.04.27,f,y,f,f,p
2.47,7.07,3.58,2020.04.20,b,o,f,f,p
3.84,4.41,6.67,2020.07.03,x,e,f,f,p
2.84,3.5,2.39,2020.07.11,x,w,f,f,p
8.61,7.59,17.97,2020.02.28,x,n,t,p,e
10.26,7.29,27.85,2020.10.24,x,n,f,f,p
2.72,0.0,0.0,2020.07.15,o,o,t,f,p
5.09,5.64,8.83,2020.11.08,f,e,f,f,p
3.87,6.58,5.14,2020.09.27,x,u,f,f,e
7.84,7.46,12.96,2020.07.21,x,w,t,l,p
4.19,4.6,9.53,2020.06.10,x,y,f,f,e
7.96,10.84,16.13,2020.01.17,x,n,f,f,p
3.51,8.85,8.34,2020.05.11,b,y,t,z,p
3.49,3.86,2.97,2020.04.04,f,n,f,f,p
1.41,3.49,5.78,2020.11.25,f,y,f,f,p
6.02,5.47,15.27,2020.04.04,x,y,f,f,e
4.77,4.81,12.13,2020.08.25,x,n,f,f,e
8.0,6.46,19.51,2020.06.30,f,u,f,f,p
4.65,5.32,4.84,2020.03.18,f,y,f,f,p
7.58,8.89,15.76,2020.06.03,x,n,t,p,p
3.71,6.3,8.07,2020.04.28,x,r,t,e,p
7.81,1.65,13.78,2020.02.09,o,n,f,f,p
3.49,4.01,2.66,2020.10.05,b,w,f,f,e
7.25,6.19,11.24,2020.02.18,x,n,f,f,p
2.7,7.71,3.63,2020.11.20,f,n,f,f,e
4.1,10.89,6.96,2020.01.11,b,n,t,,p
3.36,3.77,2.74,2020.06.18,s,w,f,f,p
1.41,2.42,2.26,2020.12.09,x,l,f,f,p
3.82,4.17,3.51,2020.10.07,b,e,t,e,p
27.55,4.12,44.19,2020.09.06,x,k,f,f,p
2.93,8.29,2.73,2020.06.12,p,n,t,e,p
1.6,4.98,2.62,2020.01.23,f,g,f,f,e
7.99,2.55,15.4,2020.10.24,f,b,f,f,e
5.77,6.51,6.26,2020.09.12,x,n,t,r,e
15.47,10.07,17.75,2020.06.01,x,n,t,,e
23.46,33.03,24.73,2020.12.12,f,n,t,m,e
2.52,4.96,3.42,2020.04.25,f,n,f,f,e
6.83,5.76,14.85,2020.02.05,x,y,f,f,e
3.2,3.2,15.11,2020.09.20,o,k,f,f,p
3.98,5.3,3.93,2020.11.19,b,n,f,f,p
8.63,8.2,16.77,2020.04.21,x,y,t,,e
4.33,5.88,5.04,2020.08.08,f,e,f,f,p
3.42,6.11,6.95,2020.06.03,x,w,f,f,e
7.61,5.85,7.59,2020.09.20,x,n,f,f,p
3.2,7.66,3.54,2020.05.19,f,n,f,f,p
4.07,6.27,7.07,2020.10.26,f,n,f,f,e
2.46,5.02,5.7,2020.07.04,b,p,f,f,p
7.72,7.08,12.69,2020.03.13,f,y,f,f,p
4.13,4.52,3.04,2020.03.31,b,w,f,f,e
7.5,3.53,9.62,2020.12.28,s,w,f,f,e
2.79,8.6,2.55,2020.03.15,x,n,f,f,p
3.69,4.54,6.67,2020.11.30,x,e,f,f,e
11.41,6.52,13.36,2020.01.16,f,r,f,f,p
7.73,4.46,13.89,2020.12.02,x,u,f,f,e
8.41,8.35,15.84,2020.04.29,p,n,t,p,p
1.02,3.28,1.57,2020.03.28,p,g,f,f,e
8.39,7.81,21.05,2020.04.02,x,g,f,f,e
7.88,1.44,13.87,2020.06.24,o,o,f,f,p
4.75,6.27,8.29,2020.05.27,x,y,f,f,p
7.64,8.53,17.99,2020.02.06,x,y,f,f,e
3.82,4.56,3.31,2020.06.10,f,b,f,f,p
13.79,7.1,24.78,2020.08.29,x,w,f,f,e
2.64,5.4,4.33,2020.04.28,b,n,f,f,p
6.48,4.53,14.04,2020.01.01,x,y,f,f,e
3.5,8.22,4.01,2020.01.15,f,n,f,f,p
3.41,3.71,5.25,2020.02.18,x,o,f,f,e
7.73,5.61,13.39,2020.06.13,f,w,t,e,e
18.26,20.96,16.92,2020.02.24,p,n,t,m,e
3.61,5.58,5.95,2020.01.06,f,u,f,f,p
10.54,22.33,12.0,2020.03.31,p,w,t,e,e
2.87,2.74,5.95,2020.07.20,f,w,f,f,e
3.41,4.24,6.31,2020.05.14,x,e,f,f,e
1.5,5.07,2.5,2020.02.24,x,n,f,f,p
4.12,6.18,4.26,2020.06.20,f,n,f,f,p
3.15,4.95,4.24,2020.12.12,f,u,f,f,p
10.36,7.7,22.49,2020.05.10,x,n,f,f,e
0.62,3.67,0.83,2020.05.09,x,o,f,f,p
1.48,4.65,1.41,2020.01.02,c,n,f,f,e
6.09,6.45,6.02,2020.06.24,x,g,t,l,e
7.64,15.48,19.13,2020.12.04,b,w,f,f,p
11.56,5.21,25.68,2020.03.12,x,g,f,f,p
6.35,5.04,10.31,2020.05.13,b,k,f,f,e
10.4,8.94,15.68,2020.07.27,p,n,t,r,e
5.83,5.91,8.49,2020.04.12,s,e,f,f,p
8.41,8.81,26.79,2020.09.19,p,n,f,f,p
13.04,10.74,18.67,2020.03.31,f,e,t,,e
3.36,7.47,3.99,2020.11.20,x,n,f,f,p
6.43,12.95,13.39,2020.06.30,x,n,f,f,e
13.22,11.35,17.71,2020.03.25,f,n,t,g,p
8.55,7.84,22.07,2020.10.13,x,g,f,f,e
1.93,3.52,3.51,2020.12.14,f,u,f,f,p
5.22,7.54,6.05,2020.04.23,f,o,f,f,e
5.59,4.5,12.2,2020.10.06,x,y,f,f,p
5.99,3.37,7.42,2020.11.21,x,w,f,f,e
4.74,5.99,3.34,2020.06.17,f,n,f,f,e
2.4,6.18,2.26,2020.04.08,x,n,f,f,p
19.35,7.55,32.65,2020.01.23,x,w,f,f,p
5.23,5.34,8.25,2020.02.12,x,g,f,f,p
16.04,10.6,34.11,2020.09.11,x,n,f,f,p
10.29,9.14,17.48,2020.03.26,x,n,t,l,e
11.28,9.37,17.37,2020.10.07,x,n,t,l,e
4.16,8.49,7.59,2020.09.14,b,y,t,z,p
2.73,3.13,2.42,2020.06.20,s,w,f,f,p
7.41,8.01,13.83,2020.03.06,x,y,f,f,e
8.51,8.35,14.19,2020.01.24,x,g,f,f,e
4.27,4.85,22.48,2020.01.07,o,w,t,f,p
3.95,4.18,6.56,2020.07.04,s,u,f,f,p
3.32,6.21,3.11,2020.05.19,b,n,f,f,e
2.15,4.48,2.52,2020.11.06,x,k,f,f,p
4.27,6.87,7.79,2020.10.27,c,y,f,f,p
7.48,6.85,10.41,2020.02.07,x,n,f,f,e
